,Kingdom,Phylum,Class,Order,Family,Genus
ASV261,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV262,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV263,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV264,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV265,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV266,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV267,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV268,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV269,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV270,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV271,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV272,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV273,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV274,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV275,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV276,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV277,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV278,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV279,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV280,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV281,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV282,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV283,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV284,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV285,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV286,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV287,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV288,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV289,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV290,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
ASV291,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV292,Bacteria,NA,NA,NA,NA,NA
ASV293,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV294,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV295,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV296,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV297,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV298,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV299,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV300,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV301,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV302,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV303,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV304,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV307,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV308,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV309,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV310,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV311,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV312,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV313,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV314,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV315,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV316,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV317,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV318,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV319,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV320,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV321,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV322,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV323,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV324,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter
ASV327,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV328,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV329,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV330,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV331,Bacteria,NA,NA,NA,NA,NA
ASV332,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV333,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV334,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius
ASV337,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV338,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV340,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV341,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV342,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV343,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV344,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV345,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV346,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV347,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV349,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV350,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV351,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV352,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV353,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV354,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV356,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV357,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV358,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV359,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV360,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV361,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV362,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV363,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV364,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV365,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
ASV366,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV367,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV368,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV369,Bacteria,NA,NA,NA,NA,NA
ASV370,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
ASV371,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter
ASV373,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV374,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV375,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV376,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV378,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV380,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV381,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV382,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV383,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV384,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV385,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV386,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV387,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter
ASV389,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV390,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV391,Bacteria,NA,NA,NA,NA,NA
ASV392,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV393,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV394,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV395,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV396,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV399,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV400,Bacteria,Proteobacteria,Deltaproteobacteria,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax
ASV402,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV403,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV404,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV405,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV406,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV407,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV408,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV410,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV412,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV413,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV414,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV415,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV416,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV418,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV419,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV420,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV421,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV423,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV425,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV426,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV427,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV429,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV431,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV432,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV434,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV435,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV436,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV437,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV438,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV439,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV440,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV441,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV442,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV444,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ASV445,Bacteria,NA,NA,NA,NA,NA
ASV446,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV447,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV448,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV449,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV452,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV453,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV454,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV455,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV456,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV458,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV460,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV463,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV465,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV466,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV467,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV468,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV469,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV472,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV473,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV474,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV475,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV476,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV478,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV483,Bacteria,NA,NA,NA,NA,NA
ASV484,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV485,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV486,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV488,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV489,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV490,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV493,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV494,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
ASV495,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV496,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV497,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV498,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV500,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV502,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV504,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV507,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV508,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV510,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV511,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV512,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV513,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV514,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV515,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus
ASV516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV517,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas
ASV519,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV520,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV521,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV522,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV524,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV526,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV527,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV528,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV530,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV531,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV533,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV534,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV535,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV536,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV537,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV538,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV539,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV540,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV541,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV542,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV543,Bacteria,Planctomycetes,Brocadiae,NA,NA,NA
ASV544,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV546,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV547,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV548,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV549,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
